date,temperature,rainfall,humidity
2010-01-31,25.241785382528082,109.3850102164751,67.59673257120586
2010-02-28,23.674339247072037,88.25763177206754,72.64614920410207
2010-03-31,25.65922134525173,86.15269763623071,64.38614094994827
2010-04-30,27.867574641020063,110.52662447686437,66.85138831336684
2010-05-31,23.49461656319166,100.97002570309829,68.17244999408068
2010-06-30,23.51465760762705,116.01050477437228,62.56139022571024
2010-07-31,28.06803203876848,113.31148898844835,65.50166222146032
2010-08-31,26.058586822882273,105.95543666262638,64.2271211508136
2010-09-30,22.98631403516262,95.09301616264884,64.40627430409617
2010-10-31,25.536400108964912,85.72205449588603,59.77908321214991
2010-11-30,23.041455767968845,102.29156468792436,63.46734627741616
2010-12-31,23.055675616074357,122.26769135938376,65.51197588001361
2011-01-31,24.844905678915083,112.94803772934826,69.9336827574736
2011-02-28,19.476799388355506,91.24404625588467,67.1115048006395
2011-03-31,19.96770541871742,112.59749934218715,72.70200084785756
2011-04-30,22.894281176897568,115.72449611640332,57.70670088692757
2011-05-31,21.78792219916394,96.50780282192677,65.50155995041555
2011-06-30,25.125618331488184,111.770682076227,61.645184479789705
2011-07-31,22.08993981119697,109.91904158136975,71.26089426260856
2011-08-31,20.84924074666177,91.3696498955011,55.85160449913401
2011-09-30,28.064121922303883,113.24312749023645,55.27645331262057
2011-10-31,23.855559248783663,115.55197197310777,56.06374998091117
2011-11-30,24.60882051171981,122.56081407036112,48.03347732149391
2011-12-31,20.89812953446636,121.21816247332814,55.62587731920764
2012-01-31,23.119043188687044,83.77469509712729,54.07293470564039
2012-02-29,24.777306474274667,89.34559589760028,58.24947101842767
2012-03-31,21.642516056444244,110.06917313915663,58.852748929201724
2012-04-30,25.47924504586418,108.95187839015549,66.1913342481785
2012-05-31,23.058403275202988,107.8567218816983,61.25149475625973
2012-06-30,23.850765625516807,156.80626262143667,53.328320687895676
2012-07-31,23.09573346942651,106.47521193406193,51.460807853210206
2012-08-31,29.250695461272343,113.8679442012609,58.18092257515695
2012-09-30,24.606256938155166,110.1065689021703,48.91863453697713
2012-10-31,22.01572267761025,104.58191548527779,64.50701094217413
2012-11-30,26.73636228025797,89.16122386641294,61.10947061396742
2012-12-31,21.647890875072445,104.4302113385971,52.76254562754076
2013-01-31,25.24215898751189,80.69543287808825,46.473234907635856
2013-02-28,19.840824690300558,88.07384894320543,61.77357075194042
2013-03-31,21.439534877753925,83.78842252260944,54.43187216615974
2013-04-30,25.27215308967281,91.85111578032664,61.22907410272927
2013-05-31,26.646166449988527,125.01395087334697,47.13808544771157
2013-06-30,25.248420702974926,62.07720601223295,52.2178969814261
2013-07-31,24.5508792940294,100.2958337106075,55.37912236954253
2013-08-31,24.107240761026777,65.85162588869555,55.758552606040524
2013-09-30,21.18369502408143,83.12800097679037,53.47548371915711
2013-10-31,23.100389479013227,106.82798191327804,59.072219052532475
2013-11-30,23.768403072600535,91.8632202374952,50.88039311246408
2013-12-31,27.58280556554729,75.25164380357177,55.79366284903672
2014-01-31,25.819045723921153,81.31408397346662,57.418627929937315
2014-02-28,20.572399611593166,102.962653937568,59.723271141300685
2014-03-31,25.810209923486987,82.62841817906624,61.06307271418083
2014-04-30,24.057294298959206,97.72604155866087,52.25321949922973
2014-05-31,23.347694999235102,96.1268358609259,50.59219426054322
2014-06-30,26.589190722102167,86.69017582555207,65.04967654473927
2014-07-31,27.657498806239875,129.6883604354513,60.73078505912113
2014-08-31,27.428200297790497,108.13381590054041,55.741237263924454
2014-09-30,23.021956191943403,69.36087051118693,67.65750845065753
2014-10-31,24.366969060371964,103.65107006971294,60.89888991354527
2014-11-30,25.98815857850891,92.03305097589286,66.63352139866907
2014-12-31,27.618862817805898,115.82749926028872,61.48597400028075
2015-01-31,24.002064405386776,92.19641508212585,71.85540782471378
2015-02-28,24.755852558340457,103.35547197958186,70.72076918815826
2015-03-31,22.47416256498493,113.58031085033754,61.07799728053046
2015-04-30,22.269483439798325,119.84591789438682,67.54312395246426
2015-05-31,27.311314555985497,89.6236860895477,66.25575451349839
2015-06-30,28.690600071427056,103.28402526124223,70.19438104074831
2015-07-31,25.139974696049165,101.74724699341627,58.82543506911273
2015-08-31,27.848832244730062,99.53073527056995,67.353522196448
2015-09-30,26.264090062619086,136.1553714171009,69.46106581572349
2015-10-31,23.767200613487187,115.97052837154023,55.59166618788182
2015-11-30,26.303489013771035,91.08137750574423,58.65471418021516
2015-12-31,29.265091416164925,123.73675679715926,54.5284089930737
2016-01-31,25.35043490222512,141.65103984150574,63.49794113449124
2016-02-29,29.371609139535018,125.03309589740938,68.51908927438957
2016-03-31,18.93063723977564,86.36393776060149,72.4949568218988
2016-04-30,27.55475626093806,101.38518059901489,65.37046641211619
2016-05-31,25.737617670595426,127.03870534113713,73.1248005172166
2016-06-30,24.79248162383533,96.70613738747657,58.02798332790973
2016-07-31,25.789401941338756,113.17330946793871,56.3237573931702
2016-08-31,20.611077713497767,117.24910611194541,64.44113754842246
2016-09-30,25.05082028040622,90.76900869045627,66.48429198725519
2016-10-31,26.512781428779366,102.76517921451202,64.21354913830433
2016-11-30,29.334735111853792,53.97852350181193,53.82215193634236
2016-12-31,24.36432445431588,86.13879912961198,63.46691079070156
2017-01-31,23.65876599276703,96.60440755321974,57.11585347052234
2017-02-28,24.445607391038656,80.5595979323632,66.68672028232264
2017-03-31,28.008505294255183,122.65495576823686,64.8480762586399
2017-04-30,26.56187777414921,75.6319431961065,57.97125328450379
2017-05-31,24.435599490582405,89.43503892715832,59.73814179464223
2017-06-30,27.06316858278339,96.99789604678753,56.632038734704665
2017-07-31,26.0426938733701,115.71886422072815,61.221809091934276
2017-08-31,28.24161247633222,71.69839208058265,65.90724012759775
2017-09-30,24.08486726530662,109.90469004699946,55.79128100966382
2017-10-31,25.04084463350558,91.92570510561775,62.82347409415951
2017-11-30,24.899729617169605,76.46716381654629,57.23315550719629
